company,stage,country,sector,funding_amount,investors_count,founded_year,status,last_funding_date
Catch Media,Series A,USA,web,3500000.0,1.0,2003.0,operating,2011-02-24
Education Development Center (EDC),,USA,nonprofit,19600000.0,1.0,1958.0,operating,2013-10-08
Mojiva,Series D+,USA,mobile,45799999.0,6.0,2008.0,operating,2013-08-08
Tradeshift,Series B,USA,software,24000000.0,3.0,2009.0,operating,2011-10-25
Diary.com,Angel,GBR,web,1200000.0,,2008.0,operating,2013-11-19
Bricsnet,Series A,USA,real_estate,23000000.0,1.0,1986.0,operating,2010-12-01
Arxan Technologies,Series A,USA,security,13000000.0,6.0,2001.0,operating,2013-09-18
opinions.h,Angel,,advertising,15000.0,1.0,2009.0,closed,2010-02-01
Spreaker,Angel,USA,social,1007468.0,3.0,2009.0,operating,2011-09-08
Zolo Technologies,Series C,USA,hardware,17500000.0,5.0,1999.0,operating,2007-01-06
AirClic,Series C,USA,mobile,27500000.0,7.0,1999.0,operating,2007-02-20
NGRAIN,,CAN,software,21970000.0,2.0,2000.0,operating,2013-06-26
Unbounce,Series A,CAN,advertising,850000.0,6.0,2009.0,operating,2011-12-01
ExaDigm,Series B,USA,hardware,12000000.0,3.0,2000.0,operating,2007-07-09
Appia,Series B,USA,advertising,44250000.0,9.0,2008.0,operating,2013-11-14
Etacts,Angel,USA,web,740000.0,3.0,,acquired,2010-05-14
Anthera Pharmaceuticals,Series A,USA,biotech,31500000.0,2.0,2004.0,ipo,2010-09-21
ReNeuron Group,Series A,GBR,biotech,57530585.0,,,operating,2013-07-22
HistoSonics,Series B,USA,biotech,22126214.0,,2009.0,operating,2012-10-22
Achieve3000,Series A,USA,,9000000.0,1.0,2000.0,operating,2007-07-24
Berggi,Series A,USA,mobile,12000000.0,2.0,2004.0,closed,2007-08-01
SecureOne Data Solutions,Series A,USA,other,12000000.0,2.0,1978.0,operating,2007-10-03
HubCast,Series B,USA,enterprise,12400000.0,2.0,2007.0,operating,2012-09-28
M-SIX,Angel,,software,1000000.0,,,operating,2007-11-01
Akustica,Series A,USA,semiconductor,27000000.0,2.0,2001.0,operating,2007-01-22
Marathon Technologies,Series B,USA,software,12000000.0,3.0,1993.0,acquired,2007-03-26
E-Duction,Series B,USA,,20500000.0,5.0,1997.0,operating,2007-05-25
V.i. Laboratories,,USA,software,8500000.0,3.0,2002.0,operating,2011-09-15
VaST Systems Technology,Series C,USA,software,24000000.0,4.0,1997.0,operating,2007-07-24
Ignite Media Solutions,Series A,USA,software,11900000.0,1.0,2003.0,operating,2007-09-17
Exchange Corporation,Series A,JPN,finance,1196167.0,1.0,2008.0,operating,2010-11-05
Archive Systems,Series B,USA,other,12500000.0,3.0,1991.0,operating,2007-06-26
Omnilink Systems,Series A,USA,hardware,12209831.0,1.0,2003.0,operating,2012-04-03
Jordan Valley Semiconductors,Series A,USA,hardware,11000000.0,1.0,1982.0,operating,2007-10-17
United Parents Online Ltd,Angel,ISR,software,900000.0,2.0,2010.0,operating,2010-01-01
AdmitOne Security,Series C,USA,security,19000000.0,4.0,2002.0,operating,2008-01-08
mydala,Series A,IND,ecommerce,6000000.0,,2009.0,operating,2011-09-25
DealsAndYou,Series B,IND,web,18500000.0,,2010.0,operating,2011-11-01
Market Force Information,,USA,analytics,47000000.0,6.0,2005.0,operating,2011-09-27
QobliQ Group,Series A,GBR,public_relations,15170000.0,1.0,,operating,2007-12-14
Edgecore Networks,Series A,USA,network_hosting,3600000.0,,2009.0,closed,2010-02-23
FashionAde.com (Abundant Closet),Series A,USA,ecommerce,60000.0,,2008.0,closed,2010-02-23
MeMeMe,Series A,USA,mobile,2131303.0,3.0,2009.0,operating,2012-01-01
Network Game Interaction,Series A,CHN,advertising,10000000.0,1.0,2005.0,operating,2007-06-29
PeerPong,Series A,USA,web,2800000.0,4.0,2006.0,closed,2010-02-09
Adura Technologies,Series B,USA,cleantech,25500000.0,3.0,2008.0,acquired,2012-04-26
Flixlab,Series B,USA,games_video,3850000.0,,2010.0,closed,2011-03-22
Dropbox,Series B,USA,software,257200000.0,13.0,2007.0,operating,2011-10-18
Allurent,Series A,USA,web,2000000.0,1.0,2005.0,acquired,2010-02-22
Ception Therapeutics,Series C,USA,biotech,77700000.0,7.0,,acquired,2007-05-31
nlighten Technologies,Series A,USA,hardware,4996500.0,,,closed,2010-02-22
Spectrum Networks,Series A,USA,network_hosting,1911478.0,,2007.0,acquired,2011-05-26
Roomtag,Series A,USA,enterprise,300000.0,,2008.0,operating,2010-02-19
MetroGames,Series A,USA,games_video,5000000.0,1.0,2010.0,operating,2010-03-16
VM6 Software,Series A,CAN,enterprise,4000000.0,2.0,2010.0,operating,2010-04-13
RoundPegg,Series A,USA,software,4323042.0,5.0,2009.0,operating,2013-11-21
LoudCloud Systems,Series D+,USA,analytics,10999990.0,,2010.0,operating,2012-06-27
Intellione,Series A,USA,software,3800000.0,,,acquired,2010-02-18
Regen,Series A,USA,cleantech,1602500.0,,2008.0,closed,2010-02-18
Internet Pawn,,USA,finance,7228704.0,2.0,2009.0,closed,2013-08-27
Snapwiz,Series A,USA,education,716807.0,,2009.0,operating,2011-04-11
North End Technologies,Series A,USA,public_relations,4462462.0,,2007.0,operating,2010-02-18
SeaWell Networks,,CAN,software,17412208.0,4.0,2008.0,operating,2013-11-21
Beyond Compliance,Series A,CAN,,7000000.0,2.0,2000.0,operating,2007-11-26
Intercast Networks,Series A,ISR,,12000000.0,2.0,2006.0,operating,2007-07-25
Grocery Shopping Network,Series A,USA,software,7000000.0,1.0,1996.0,operating,2007-08-30
uLocate Communications,Series C,USA,software,11000000.0,3.0,2002.0,acquired,2007-05-16
Movea,Series C,FRA,hardware,18723700.0,6.0,1989.0,operating,2012-08-01
TrialReach,Series A,GBR,health,4301901.0,2.0,2009.0,operating,2013-05-08
PanTerra Networks,Series A,USA,software,10019869.0,1.0,2001.0,operating,2010-03-01
Picsel Technologies,Series C,GBR,software,46500000.0,5.0,1998.0,operating,2007-02-12
Ingk Labs,Angel,USA,news,500000.0,5.0,1996.0,operating,2011-06-30
Splashup,Angel,USA,web,10000.0,1.0,2007.0,operating,2007-06-01
Calastone,Series B,GBR,finance,22822343.0,2.0,2007.0,operating,2013-09-11
Phase Vision,Series A,GBR,hardware,2369248.0,2.0,2002.0,operating,2012-02-07
Mi-Pay,Series A,GBR,mobile,6700000.0,2.0,2003.0,operating,2010-02-19
Qlusters,Series C,USA,other,10360000.0,5.0,2001.0,closed,2007-08-08
Z Plane,Series A,USA,hardware,486100.0,,2008.0,operating,2012-02-22
Akros Silicon,Series A,USA,semiconductor,40653484.0,6.0,2005.0,operating,2012-11-13
Park Media,,USA,enterprise,602082.0,,,operating,2010-02-24
Cerevellum Design,Series A,USA,transportation,35000.0,,2009.0,operating,2010-02-24
Suncore Inc,,USA,cleantech,1750000.0,1.0,2007.0,operating,2010-02-24
ID Watchdog,Series A,USA,security,4922051.0,,2005.0,operating,2011-09-28
General Compression,Series A,USA,cleantech,77490000.0,3.0,2006.0,operating,2011-09-06
Music Mastermind,Series A,USA,music,30055301.0,3.0,2008.0,operating,2013-04-15
ZipZap,Series A,USA,ecommerce,1500000.0,3.0,2010.0,operating,2011-01-01
SpeechCycle,Series A,USA,software,10000000.0,1.0,,operating,2007-03-06
Librato,Series A,USA,software,5825000.0,4.0,2011.0,operating,2013-07-25
VSoft,Series A,USA,software,10000000.0,1.0,1996.0,operating,2007-06-11
BlossomandTwigs.com,Angel,GBR,ecommerce,500000.0,1.0,2009.0,closed,2009-09-01
iAmplify,Series A,USA,,6000000.0,1.0,2005.0,operating,2007-05-04
Solidcore Systems,Series C,USA,software,40000000.0,4.0,2002.0,acquired,2007-04-25
Octavian,Series B,USA,software,15000000.0,3.0,2003.0,closed,2007-10-10
CareParent,Series A,USA,,6000000.0,2.0,,operating,2007-07-31
DataCert,Series C,USA,software,12500000.0,2.0,1998.0,operating,2007-06-27
SkyBitz,Series C,USA,software,10000000.0,6.0,1995.0,operating,2007-02-07
RapidBlue Solutions,Series A,FIN,analytics,2035650.0,,2007.0,acquired,2011-01-24
Mycroft Inc.,Series A,USA,security,10000000.0,2.0,1988.0,operating,2007-08-08
ShopCity.com,Series A,,ecommerce,1500000.0,,2008.0,operating,2008-01-01
Empire Avenue,Series A,CAN,web,1400000.0,7.0,2009.0,operating,2011-08-16
Rent the Runway,Series C,USA,ecommerce,54400000.0,6.0,2009.0,operating,2013-03-20
Adeyoh,Angel,,web,12000.0,,2009.0,closed,2010-01-01
CRI Technologies,Series A,USA,consulting,10000000.0,2.0,2001.0,operating,2007-09-10
Anywhere.FM,Angel,USA,games_video,15000.0,1.0,,acquired,2007-06-01
Satellier,Series B,USA,consulting,10000000.0,1.0,2000.0,operating,2007-09-29
Summit Microelectronics,Series D+,USA,semiconductor,16512391.0,7.0,1997.0,operating,2011-07-13
MirriAd,Series A,GBR,advertising,7050909.0,2.0,2008.0,operating,2013-03-13
BusinessElite,Angel,USA,web,200000.0,,2008.0,closed,2009-06-01
Aeria Games & Entertainment,Series A,USA,games_video,288000.0,2.0,2006.0,operating,2012-01-06
IBN Media,Series A,USA,advertising,100000.0,,2010.0,operating,2013-05-01
Confluence Technologies,Series A,USA,software,60000000.0,1.0,,operating,2006-08-24
Verdasys,,USA,enterprise,28950788.0,1.0,2003.0,operating,2012-07-16
Simio,Angel,USA,software,1800000.0,,2007.0,operating,2011-10-28
Buyers Edge,Angel,GBR,web,409562.0,,2009.0,closed,2009-06-01
youblisher.com,Angel,CHE,public_relations,150000.0,3.0,2008.0,operating,2008-11-19
College Book Renter,Series A,USA,education,10000000.0,,2009.0,operating,2010-07-06
CampusBookRentals,Series A,USA,web,20000000.0,3.0,2007.0,operating,2011-08-02
kalidea,Series B,FRA,,5360000.0,2.0,2000.0,operating,2007-06-21
The Fizzback Group,Series A,GBR,,5000000.0,1.0,2005.0,acquired,2007-03-01
eZ Systems,Series C,NOR,enterprise,9409460.0,1.0,1999.0,operating,2011-01-02
Bulldog Solutions,Series A,USA,,5000000.0,1.0,2002.0,operating,2007-03-22
Cape Clear Software,Series A,USA,software,19950000.0,4.0,1999.0,operating,2007-05-10
Shiny Media,Series A,GBR,advertising,4500000.0,1.0,,operating,2007-01-28
Cint,Series B,SWE,software,15440950.0,1.0,1998.0,operating,2010-09-16
Dromadaire.com,Series A,,,4532800.0,1.0,1998.0,operating,2007-10-02
Zafu,Series B,USA,ecommerce,4100000.0,2.0,2005.0,operating,2007-08-10
Curverider,Series A,GBR,network_hosting,588384.0,3.0,2005.0,acquired,2007-01-01
Heysan,Angel,USA,mobile,875000.0,3.0,2007.0,acquired,2007-07-27
Brozengo,Angel,FRA,web,1073497.0,,2008.0,closed,2008-09-01
GitHub,Series A,USA,software,100000000.0,2.0,2008.0,operating,2012-07-09
Winster,Series A,USA,games_video,1880000.0,1.0,2004.0,operating,2006-04-01
AsicAhead,Series B,BEL,semiconductor,10000000.0,4.0,2003.0,operating,2007-01-09
Acco Brands,Series A,USA,other,10000000.0,3.0,1947.0,operating,2007-02-01
Zilker Labs,Series C,USA,semiconductor,27000000.0,3.0,2003.0,closed,2007-10-02
Ruxter,Angel,USA,mobile,280000.0,,2008.0,operating,2010-12-01
Asia Translate,Series A,SGP,other,20000.0,,2009.0,operating,2009-09-01
watAgame,Series A,DNK,games_video,4000000.0,1.0,2003.0,operating,2007-07-10
Job App Plus,Series A,USA,software,4000000.0,1.0,1997.0,operating,2007-10-31
Blaze DFM,Series B,,hardware,10000000.0,3.0,2004.0,operating,2007-03-12
Mobile Posse,Series C,USA,advertising,15000000.0,5.0,2005.0,operating,2012-06-25
VIXXI Solutions,Series A,USA,,4000000.0,2.0,2005.0,acquired,2007-10-01
Mobicious,Series A,USA,mobile,4000000.0,2.0,,acquired,2007-06-05
QualiSystems,Series A,ISR,software,16000000.0,9.0,2004.0,operating,2012-10-15
Handmade Mobile Entertainment,Series A,GBR,social,15391439.0,4.0,2004.0,operating,2011-07-15
MobiTV,Series D+,USA,other,142799000.0,8.0,2003.0,operating,2013-04-01
Urgent Group,Series A,USA,finance,400000.0,,2007.0,closed,2010-03-01
Zipit Wireless,Series A,USA,mobile,6670867.0,1.0,2007.0,operating,2013-05-09
ScoreBig,Series C,USA,ecommerce,31474999.0,3.0,2009.0,operating,2013-09-10
tenKsolar,,USA,manufacturing,33313675.0,1.0,2008.0,operating,2013-08-08
Hipui,Angel,,mobile,487095.0,,2010.0,operating,2009-01-01
TenMarks Education,Series A,USA,education,4585000.0,2.0,2009.0,operating,2011-09-16
Urban Interns,Angel,USA,web,250000.0,,2009.0,operating,2010-08-30
Soompi,Series A,USA,news,282077.0,,1998.0,operating,2010-02-26
Root Orange,Angel,USA,network_hosting,35000.0,,2009.0,operating,2009-08-01
EBDSoft,Series A,ESP,software,4550000.0,1.0,1997.0,operating,2008-03-03
beModel,Angel,USA,web,150000.0,3.0,2008.0,operating,2009-12-01
BraveNewTalent,Series A,USA,enterprise,745837.0,2.0,2008.0,operating,2011-02-02
Satmex,Series D+,MEX,public_relations,96250000.0,,1997.0,acquired,2011-06-08
Drivable,Angel,,,120000.0,1.0,2006.0,closed,2006-05-01
Endpoint Clinical,,,software,1700000.0,,,operating,2010-03-01
Tempronics,Series A,USA,hardware,3400000.0,1.0,,operating,2010-03-01
Intelligent Beauty,Series B,USA,ecommerce,43000000.0,1.0,2006.0,operating,2008-08-01
LDK Solar,,CHN,manufacturing,80000000.0,,,ipo,2012-07-17
Best Solar,Series A,CHN,cleantech,21500000.0,1.0,,operating,2010-02-26
Vision Critical,Series A,CAN,software,23000000.0,2.0,2000.0,operating,2012-08-28
METEOR Network,Series A,,public_relations,3584880.0,1.0,2002.0,operating,2007-07-12
TrafficCast,Series A,USA,,3750000.0,4.0,,operating,2008-01-22
Cians Analytics,Series A,IND,analytics,2000000.0,,2009.0,operating,2009-09-01
Paymentus,Series A,USA,finance,3600000.0,3.0,2004.0,operating,2011-09-15
Hingi,Series A,ISR,software,3400000.0,1.0,2005.0,operating,2007-05-20
Weblo.com,Series B,,,3200000.0,1.0,,operating,2007-07-19
True North Technology,Series A,USA,software,3250000.0,1.0,,operating,2007-08-07
Lixto Software,Series A,AUT,software,3230250.0,1.0,,operating,2007-01-29
ArticleAlley,Angel,,web,1000000.0,,2003.0,operating,2003-01-01
"Simply Measured, Inc.",Angel,USA,web,250000.0,1.0,,closed,2010-03-02
Thoof,Angel,USA,web,1000000.0,2.0,2006.0,closed,2007-06-01
Geodruid,Angel,FRA,web,177404.0,5.0,2008.0,operating,2010-05-31
Iminent,Series B,FRA,software,7753800.0,2.0,2006.0,operating,2008-04-01
Sajan,Series A,USA,enterprise,10924534.0,,,operating,2010-03-02
Overland Storage,Series A,USA,hardware,51143126.0,,,ipo,2011-03-29
kWhOURS,Series A,USA,cleantech,1674057.0,,2009.0,operating,2013-02-01
Svaya Nanotechnologies,Series A,USA,nanotech,21507228.0,1.0,2008.0,operating,2012-07-13
Reflexis Systems,,USA,enterprise,16000000.0,1.0,2001.0,operating,2010-03-02
Beamz Interactive,Series A,USA,music,2477000.0,,,operating,2010-03-02
Archimedes Pharma,Series C,GBR,biotech,99000000.0,2.0,2004.0,operating,2010-04-05
Prudent Energy,Series A,USA,cleantech,51500000.0,6.0,2007.0,operating,2011-10-12
Prism Microwave,Series A,USA,mobile,4512488.0,,2009.0,operating,2012-04-25
Protective Systems,,USA,security,788800.0,,2007.0,closed,2010-03-02
Adelja Learning,Series A,USA,education,505000.0,,2010.0,operating,2012-05-29
Texas Instruments,Series A,USA,semiconductor,25500000.0,2.0,1930.0,ipo,2009-07-23
JoMaJa,Series A,USA,,3200000.0,1.0,,operating,2007-11-08
Player X,Series B,GBR,games_video,16910000.0,5.0,2003.0,operating,2007-01-18
Diino Systems,Series A,SWE,software,3152610.0,1.0,,operating,2007-07-31
Aepona,Series A,GBR,network_hosting,40000000.0,10.0,1999.0,acquired,2010-06-30
RawFlow,Series B,,,3070000.0,1.0,2002.0,operating,2007-10-01
Jeego,Series A,GBR,software,3015089.0,1.0,,operating,2007-09-05
ConteXtream,Series A,USA,software,23817000.0,4.0,2006.0,operating,2013-04-01
Hyperpia,Series C,USA,games_video,3000000.0,1.0,,operating,2007-05-07
Cortexica,Angel,GBR,software,691101.0,1.0,2008.0,operating,2009-01-01
marshallindex,Angel,AUT,search,100000.0,1.0,2009.0,operating,2009-02-01
Domain Developers Fund,Angel,CYM,finance,120000.0,1.0,2008.0,operating,2009-08-01
TinderBox,Series B,USA,software,1300000.0,1.0,2010.0,operating,2013-02-25
AffinityClick,Series A,CAN,software,1073289.0,,2009.0,operating,2010-12-20
TimeBridge,Series B,USA,web,12400000.0,2.0,2005.0,acquired,2009-05-11
netprice.com,Series A,JPN,ecommerce,7700000.0,,1999.0,operating,2013-12-02
Tinsel Cinema,Series A,USA,games_video,3000000.0,1.0,,operating,2007-06-25
StrategyEye,Series A,GBR,other,3000000.0,1.0,2006.0,operating,2007-01-24
QWASI Technology,Series A,USA,software,2500000.0,,2005.0,operating,2013-07-24
auctionPAL,Series A,USA,,2400000.0,1.0,2005.0,operating,2007-03-01
Kasenna,Series C,USA,software,11000000.0,1.0,,acquired,2006-02-07
Icarus Studios,,USA,games_video,173936.0,,,operating,2011-11-03
Kepware Technologies,,USA,software,500000.0,,,operating,2010-03-02
Brainloop,Series A,USA,security,2755800.0,1.0,2000.0,operating,2007-07-18
Adenyo,Series A,CAN,mobile,26900000.0,1.0,,acquired,2010-03-03
Seeker Wireless,Series A,AUS,software,9060000.0,,2003.0,operating,2007-11-22
Recordant,Series B,,software,12000000.0,3.0,2005.0,operating,2007-02-05
U.S. Fiduciary,Series C,USA,other,9000000.0,2.0,2003.0,closed,2007-04-12
B-kin Software,Series A,ESP,software,3134000.0,3.0,,operating,2007-04-01
Integrated Trade Processing,Series C,USA,software,9000000.0,1.0,1999.0,operating,2007-04-09
GoIP International,Series A,DNK,,2616800.0,1.0,,closed,2007-01-05
Re5ult,Series A,GBR,mobile,2580000.0,1.0,2003.0,operating,2007-08-19
Luminescent Technologies,Series A,USA,semiconductor,9000000.0,2.0,2002.0,operating,2007-06-13
Deep Nines,Series A,USA,software,9000000.0,1.0,1999.0,operating,2007-02-06
Q1 Labs,Series C,USA,software,9000000.0,5.0,2001.0,acquired,2007-01-01
Optosecurity,Series B,CAN,security,20500000.0,6.0,2003.0,operating,2007-01-29
anydooR,Angel,JPN,web,480000.0,3.0,2009.0,operating,2011-12-12
Fresh Interactive Technologies,Series A,ESP,games_video,8900000.0,1.0,2000.0,operating,2007-12-04
QuikCycle,Series A,USA,software,17800000.0,1.0,1998.0,closed,2007-03-12
C-nario,Series A,ISR,software,5000000.0,2.0,2002.0,acquired,2007-01-08
Playnatic Entertainment,Series B,RUS,games_video,30000000.0,1.0,2009.0,operating,2010-03-02
Celltick Technologies,Series C,GBR,software,19500000.0,2.0,2000.0,operating,2007-11-07
Hitpost,Series A,USA,sports,2000000.0,10.0,2009.0,acquired,2012-04-26
RentJuice,Series A,USA,real_estate,6693782.0,4.0,2008.0,acquired,2011-01-31
ISpottedYou.com,Series A,USA,web,106950.0,,,operating,2010-03-05
CipherOptics,Series A,USA,security,34850000.0,5.0,2000.0,operating,2011-01-07
ClickFacts,,USA,software,615000.0,1.0,2005.0,operating,2010-03-04
Go Try It On,Angel,USA,fashion,3750000.0,3.0,2009.0,acquired,2012-11-13
TriActive,Series A,USA,software,2100000.0,3.0,1997.0,operating,2007-04-30
Arc Solutions,Series A,USA,software,3000000.0,2.0,,operating,2007-08-15
Gingersoft Media,Series A,IND,advertising,2000000.0,2.0,,operating,2007-11-29
Chevia,Angel,USA,mobile,100000.0,,2009.0,operating,2009-01-01
Innovectra,Series C,USA,,1790000.0,2.0,1996.0,acquired,2007-08-30
Bizzuka,Series A,USA,software,1700000.0,1.0,2000.0,operating,2007-06-11
Taecanet,Series A,GBR,software,1609005.0,1.0,,operating,2007-09-04
Blastbeat,Series A,IRL,,1611610.0,2.0,2003.0,operating,2007-11-18
MetaChannels,Series A,USA,web,1600000.0,1.0,2007.0,operating,2007-03-20
Spark Etail,Series B,GBR,,2314910.0,1.0,,operating,2007-03-04
Sharewire,Series A,NLD,mobile,1560840.0,1.0,2003.0,operating,2007-02-09
Funding Circle,Series C,GBR,finance,58237070.0,4.0,2009.0,operating,2013-10-23
Fiverr.com,Series B,ISR,web,20000000.0,2.0,2010.0,operating,2012-05-03
Cadre Technologies,,USA,software,410000.0,,2001.0,operating,2010-03-05
Tetris Online,,USA,games_video,13022212.0,,2005.0,operating,2012-05-29
Bit Cauldron,,USA,hardware,1971253.0,1.0,2008.0,operating,2011-10-12
Instagram,Series B,USA,photo_video,57500000.0,9.0,2010.0,acquired,2012-04-05
Freeze Tag,,USA,games_video,492900.0,,2006.0,operating,2011-12-28
Access Closure,Series A,USA,medical,10998098.0,3.0,2002.0,operating,2012-10-01
Debt Resolve,,USA,network_hosting,175000.0,,1997.0,operating,2010-03-05
ESP Systems,Series A,USA,hospitality,789400.0,,,operating,2010-03-03
HelloWallet,Series B,USA,software,16150000.0,4.0,2009.0,operating,2012-01-26
Premonix,Angel,USA,analytics,293900.0,3.0,2011.0,operating,2011-08-01
Janeeva,Series A,USA,software,1500000.0,2.0,,operating,2007-07-26
Mercateo,Series A,,ecommerce,1365100.0,1.0,1999.0,operating,2007-08-13
Techgenia,Series A,ITA,,1360000.0,2.0,,closed,2007-05-01
Neteven,Series A,,,2260020.0,2.0,,operating,2007-11-05
gamigo,Series A,DEU,games_video,1220000.0,2.0,,operating,2007-03-01
Zonder,Series A,USA,ecommerce,1200000.0,1.0,,operating,2007-01-01
OchreSoft Technologies,Series B,GBR,software,1178737.0,1.0,2003.0,operating,2007-01-30
Historic Futures,Series A,GBR,,1150000.0,3.0,,operating,2007-06-01
Feedtrace,Angel,USA,web,130000.0,1.0,2009.0,acquired,2010-03-01
Taketake,Angel,USA,web,350000.0,,2009.0,operating,2009-01-01
Explorra,Angel,,other,250000.0,1.0,2009.0,operating,2009-01-01
Artfact,Series A,USA,web,13000000.0,2.0,1989.0,operating,2009-12-09
